rcept_no,rcept_dt,corp_cls,corp_name,stock_code,report_nm,flr_nm
20260820000436,20260820,코스닥,하림지주,003380,주식등의대량보유상황보고서(일반),김홍국
20260820000435,20260820,코스피,팜스코,036580,주식등의대량보유상황보고서(일반),하림지주
20260820000433,20260820,코스닥,광진실업,026910,주식등의대량보유상황보고서(일반),디엔티인터네셔널
20260820000431,20260820,코스피,팬오션,028670,주식등의대량보유상황보고서(일반),하림지주
20260820000423,20260820,코스닥,웨이브일렉트로,095270,주식등의대량보유상황보고서(일반),박천석
20260820000421,20260820,코스닥,에스제이그룹,306040,주식등의대량보유상황보고서(일반),이주영
20260820000409,20260820,코스닥,비스토스,419540,주식등의대량보유상황보고서(일반),씨유메디칼
20260820000400,20260820,코스닥,로젠,033290,주식등의대량보유상황보고서(일반),대명화학
20260820000399,20260820,코스닥,경남제약,053950,주식등의대량보유상황보고서(일반),미니쉬테크놀로지
20260820000389,20260820,코스닥,츌립앤사이언스,291650,주식등의대량보유상황보고서(약식),에이치엔제이인베스트먼트
20260820000386,20260820,코스닥,츌립앤사이언스,291650,주식등의대량보유상황보고서(약식),Wellnew&Co.
20260820000382,20260820,코스닥,츌립앤사이언스,291650,주식등의대량보유상황보고서(일반),알티캐스트
20260820000362,20260820,코스닥,HEM파마,376270,주식등의대량보유상황보고서(일반),지요셉
20260820000359,20260820,코스닥,젬백스,082270,주식등의대량보유상황보고서(일반),젬앤컴퍼니
20260820000336,20260820,코스닥,우리엔터프라이즈,037400,주식등의대량보유상황보고서(일반),윤철주
20260820000332,20260820,코스닥,다산솔루에타,154040,주식등의대량보유상황보고서(일반),다산인베스트
20260820000322,20260820,코스닥,신진에스엠,138070,주식등의대량보유상황보고서(일반),김은식
20260820000312,20260820,코스피,인바이오젠,101140,주식등의대량보유상황보고서(일반),버킷스튜디오
20260820000311,20260820,코스닥,리메드,302550,주식등의대량보유상황보고서(일반),이근용
20260820000301,20260820,코스닥,SFA넥셀,222080,주식등의대량보유상황보고서(약식),삼성자산운용
20260820000300,20260820,코스닥,케이엔더블유,105330,주식등의대량보유상황보고서(일반),BGF에코머티리얼즈
20260820000298,20260820,코스닥,지아이이노베이션,358570,주식등의대량보유상황보고서(약식),삼성자산운용
20260820000297,20260820,코스피,한세실업,105630,주식등의대량보유상황보고서(일반),한세예스24홀딩스
20260820000295,20260820,코스피,한세예스24홀딩스,016450,주식등의대량보유상황보고서(일반),김동녕
20260820000292,20260820,코스피,한세엠케이,069640,주식등의대량보유상황보고서(일반),한세예스24홀딩스
20260820000283,20260820,코스닥,딜리셔스,483350,주식등의대량보유상황보고서(약식),NAVER
20260820000275,20260820,코스닥,지에프씨생명과학,388610,주식등의대량보유상황보고서(일반),강희철
20260820000260,20260820,코스닥,닷밀,464580,주식등의대량보유상황보고서(일반),정해운
20260820000228,20260820,코스닥,광진실업,026910,주식등의대량보유상황보고서(약식),헥사로틱홀딩스
20260820000211,20260820,코스닥,대성하이텍,129920,[기재정정]주식등의대량보유상황보고서(일반),최호형
20260820000206,20260820,코스피,한독,002390,주식등의대량보유상황보고서(일반),김영진
20260820000196,20260820,코스닥,아나패스,123860,주식등의대량보유상황보고서(일반),이경호
20260820000189,20260820,코스닥,대성하이텍,129920,[기재정정]주식등의대량보유상황보고서(일반),최호형
20260820000180,20260820,코스닥,오에스피,368970,주식등의대량보유상황보고서(약식),에스플러스온
20260820000136,20260820,코스피,HLB글로벌,003580,주식등의대량보유상황보고서(일반),진양곤
20260820000132,20260820,코스닥,HLB,028300,주식등의대량보유상황보고서(일반),진양곤
20260820000124,20260820,코스피,에스엠벡셀,010580,주식등의대량보유상황보고서(일반),에스엠하이플러스
20260820000119,20260820,코스피,케이씨씨,002380,주식등의대량보유상황보고서(일반),정몽진
20260820000111,20260820,코스피,에스디바이오센서,137310,주식등의대량보유상황보고서(일반),조영식
20260820000110,20260820,코스닥,모비데이즈,363260,주식등의대량보유상황보고서(일반),유범령
20260820000107,20260820,코스피,넥센타이어,002350,주식등의대량보유상황보고서(일반),넥센
20260820000080,20260820,코스닥,HLB펩,196300,주식등의대량보유상황보고서(일반),HLB제넥스
20260820000079,20260820,코스닥,대화제약,067080,주식등의대량보유상황보고서(일반),고준진
20260820000045,20260820,코스닥,힘스,238490,주식등의대량보유상황보고서(일반),김주환
20260820000044,20260820,코스닥,광진실업,026910,주식등의대량보유상황보고서(약식),다인투자조합
20260820000039,20260820,코스닥,티엑스알로보틱스,484810,주식등의대량보유상황보고서(일반),유진로지스틱스
20260820000021,20260820,코스닥,미코,059090,주식등의대량보유상황보고서(약식),MiriCapitalManagementLLC
20260820000009,20260820,코스닥,유라클,088340,주식등의대량보유상황보고서(일반),조준희
20260819000387,20260820,코스닥,코퍼스코리아,322780,주식등의대량보유상황보고서(일반),오영섭
20260819000382,20260819,코스닥,드림시큐리티,203650,주식등의대량보유상황보고서(일반),범진규
20260819000381,20260819,코스닥,폰드그룹,472850,주식등의대량보유상황보고서(일반),대명화학
20260819000375,20260819,코스닥,딜리셔스,483350,주식등의대량보유상황보고서(약식),DSC인베스트먼트
20260819000365,20260819,코스닥,FSN,214270,주식등의대량보유상황보고서(일반),제이투비
20260819000364,20260819,코스피,다우기술,023590,주식등의대량보유상황보고서(일반),다우데이타
20260819000361,20260819,코스닥,수산아이앤티,050960,주식등의대량보유상황보고서(일반),정보윤
20260819000351,20260819,코스닥,프롬바이오,377220,주식등의대량보유상황보고서(일반),심태진
20260819000345,20260819,코스닥,LB세미콘,061970,주식등의대량보유상황보고서(일반),구본천
20260819000334,20260819,코스피,영화금속,012280,주식등의대량보유상황보고서(일반),삼신정밀
20260819000329,20260819,코스닥,딜리셔스,483350,주식등의대량보유상황보고서(약식),스톤브릿지벤처스
20260819000327,20260819,코스피,이월드,084680,주식등의대량보유상황보고서(일반),이랜드월드
20260819000323,20260819,코스피,까뮤이앤씨,013700,주식등의대량보유상황보고서(일반),베이스
20260819000317,20260819,코스닥,아이엘,307180,주식등의대량보유상황보고서(일반),송성근
20260819000312,20260819,코스닥,노을,376930,주식등의대량보유상황보고서(일반),"MSEED,INC."
20260819000311,20260819,코스닥,더핑크퐁컴퍼니,403850,주식등의대량보유상황보고서(일반),김민석
20260819000307,20260819,코스닥,자연과환경,043910,주식등의대량보유상황보고서(일반),데이터테크놀로지
20260819000304,20260819,코스닥,흥국에프엔비,189980,주식등의대량보유상황보고서(일반),오길영
20260819000303,20260819,코스피,SK디스커버리,006120,주식등의대량보유상황보고서(일반),최창원
20260819000288,20260819,코스피,와이투솔루션,011690,주식등의대량보유상황보고서(약식),더베스트리소스
20260819000273,20260819,코스닥,옵티코어,380540,주식등의대량보유상황보고서(약식),알펜루트자산운용
20260819000269,20260819,코스닥,티앤알바이오팹,246710,주식등의대량보유상황보고서(일반),윤원수
20260819000247,20260819,코스닥,한중엔시에스,107640,주식등의대량보유상황보고서(일반),김상균
20260819000233,20260819,코스닥,엔켐,348370,[기재정정]주식등의대량보유상황보고서(일반),와이어트그룹
20260819000208,20260819,코스닥,재영솔루텍,049630,주식등의대량보유상황보고서(일반),재영아이텍
20260819000202,20260819,코스닥,에스엠,041510,주식등의대량보유상황보고서(약식),"티로우프라이스어소시에이트,인크."
20260819000165,20260819,코스닥,광진실업,026910,주식등의대량보유상황보고서(일반),허정도
20260819000129,20260819,코스닥,딜리셔스,483350,주식등의대량보유상황보고서(일반),김준호
20260819000126,20260819,코스피,프레스티지바이오파마,950210,주식등의대량보유상황보고서(일반),메이슨파트너스
20260819000116,20260819,코스닥,지앤비에스 에코,382800,주식등의대량보유상황보고서(약식),J.P.MORGANSECURITIESPLC
20260819000092,20260819,코스닥,일월지엠엘,178780,주식등의대량보유상황보고서(일반),일월
20260819000078,20260819,코스닥,지어소프트,051160,주식등의대량보유상황보고서(약식),MiriCapitalManagementLLC
20260819000064,20260819,코스닥,삼화네트웍스,046390,주식등의대량보유상황보고서(일반),신재은
20260819000053,20260819,코스닥,본느,226340,주식등의대량보유상황보고서(일반),임성기
20260819000039,20260819,코스닥,이상네트웍스,080010,주식등의대량보유상황보고서(약식),하성일
20260819000021,20260819,코스피,아이에스동서,010780,주식등의대량보유상황보고서(일반),권혁운
20260818000322,20260819,코스피,삼성화재해상보험,000810,주식등의대량보유상황보고서(약식),슈로더인베스트먼트매니지먼트
20260818000315,20260818,코스닥,아스플로,159010,[기재정정]주식등의대량보유상황보고서(일반),강두홍
20260818000311,20260818,코스닥,PS일렉트로닉스,332570,주식등의대량보유상황보고서(일반),유대규
20260818000310,20260818,코스닥,이스트에이드,239340,주식등의대량보유상황보고서(일반),이스트소프트
20260818000298,20260818,코스피,동양생명,082640,주식등의대량보유상황보고서(일반),우리금융지주
20260818000296,20260818,코스닥,SV인베스트먼트,289080,주식등의대량보유상황보고서(일반),박성호
20260818000288,20260818,코스닥,옴니시스템,057540,주식등의대량보유상황보고서(일반),바이오스마트
20260818000273,20260818,코스닥,아스플로,159010,[기재정정]주식등의대량보유상황보고서(일반),강두홍
20260818000248,20260818,코스닥,제이케이시냅스,060230,주식등의대량보유상황보고서(일반),휴림로봇
20260818000239,20260818,코스닥,대성하이텍,129920,주식등의대량보유상황보고서(일반),최호형
20260818000238,20260818,코스닥,서연탑메탈,019770,주식등의대량보유상황보고서(일반),서연
20260818000236,20260818,코스피,세기상사,002420,[기재정정]주식등의대량보유상황보고서(일반),조영준
20260818000226,20260818,코스닥,아모텍,052710,주식등의대량보유상황보고서(일반),김병규
20260818000225,20260818,코스닥,코리아나,027050,주식등의대량보유상황보고서(일반),유상옥
20260818000224,20260818,코스피,세기상사,002420,주식등의대량보유상황보고서(일반),조영준
20260818000220,20260818,코스닥,베뉴지,019010,주식등의대량보유상황보고서(약식),배진한
20260818000215,20260818,코스닥,위메이드,112040,주식등의대량보유상황보고서(일반),박관호
20260818000209,20260818,코스닥,파인엠텍,441270,주식등의대량보유상황보고서(일반),홍성천
20260818000203,20260818,코스피,에넥스,011090,주식등의대량보유상황보고서(일반),박진규
20260818000193,20260818,코스닥,큐로홀딩스,051780,주식등의대량보유상황보고서(일반),케이파트너스
20260818000191,20260818,코스닥,케이지에이,455180,주식등의대량보유상황보고서(약식),이승균
20260818000190,20260818,코스닥,아가방컴퍼니,013990,주식등의대량보유상황보고서(일반),랑시코리아
20260818000181,20260818,코스닥,우리넷,115440,주식등의대량보유상황보고서(일반),넷솔루션즈홀딩스
20260818000178,20260818,코스닥,에코앤드림,101360,주식등의대량보유상황보고서(일반),김민용
20260818000177,20260818,코스닥,플레이위드,023770,주식등의대량보유상황보고서(일반),드림아크코리아
20260818000168,20260818,코스닥,엔켐,348370,주식등의대량보유상황보고서(일반),와이어트그룹
20260818000164,20260818,코스닥,엠브레인,169330,주식등의대량보유상황보고서(일반),"MACROMILL,INC."
20260818000156,20260818,코스닥,SCL사이언스,246960,주식등의대량보유상황보고서(일반),김경수
20260818000150,20260818,코스닥,유니슨,018000,주식등의대량보유상황보고서(일반),명운산업개발
20260818000146,20260818,코스닥,레이,228670,주식등의대량보유상황보고서(일반),그래피
20260818000142,20260818,코스닥,아스플로,159010,주식등의대량보유상황보고서(일반),강두홍
20260818000106,20260818,코스닥,하이록코리아,013030,주식등의대량보유상황보고서(약식),피델리티매니지먼트앤리서치컴퍼니엘엘씨
20260818000103,20260818,코스피,에스원,012750,주식등의대량보유상황보고서(약식),피델리티매니지먼트앤리서치컴퍼니엘엘씨
20260818000098,20260818,코스닥,한일단조,024740,주식등의대량보유상황보고서(일반),홍진산업
20260818000097,20260818,코스닥,엠케이전자,033160,주식등의대량보유상황보고서(약식),J.P.MORGANSECURITIESPLC
20260818000060,20260818,코스피,평화산업,090080,주식등의대량보유상황보고서(일반),평화홀딩스
20260818000058,20260818,코스닥,제테마,216080,주식등의대량보유상황보고서(일반),김재영
20260818000045,20260818,코스피,영흥,012160,주식등의대량보유상황보고서(일반),장세일
20260818000006,20260818,코스피,롯데렌탈,089860,주식등의대량보유상황보고서(일반),렉시콘코리아홀드코
20260814004224,20260814,코스닥,제이스코홀딩스,023440,주식등의대량보유상황보고서(일반),캐디언스시스템
20260814004188,20260814,코스닥,엔젠바이오,354200,주식등의대량보유상황보고서(일반),에스에이치헬스케어투자1호조합
20260814004121,20260814,코스닥,GMI벤처,019570,주식등의대량보유상황보고서(약식),해든성장
20260814003970,20260814,코스피,아센디오,012170,주식등의대량보유상황보고서(일반),경남제약
20260814003966,20260814,코스닥,씨어스,458870,주식등의대량보유상황보고서(일반),이영신
20260814003962,20260814,코스닥,삼천당제약,000250,주식등의대량보유상황보고서(일반),윤대인
20260814003847,20260814,코스닥,파버나인,177830,주식등의대량보유상황보고서(약식),수성자산운용
20260814003801,20260814,코스피,아센디오,012170,주식등의대량보유상황보고서(일반),키위제1호조합
20260814003754,20260814,코스닥,엠투엔,033310,주식등의대량보유상황보고서(일반),디케이마린
20260814003636,20260814,코스닥,코퍼스코리아,322780,주식등의대량보유상황보고서(약식),수성자산운용
20260814003557,20260814,코스닥,강원에너지,114190,주식등의대량보유상황보고서(일반),평산파트너스
20260814003437,20260814,코스닥,GMI벤처,019570,주식등의대량보유상황보고서(일반),밸류업임팩트투자조합
20260814003322,20260814,코스닥,오스코텍,039200,주식등의대량보유상황보고서(일반),김성연
20260814003265,20260814,코스닥,키스트론,475430,주식등의대량보유상황보고서(일반),홍영철
20260814003144,20260814,코스피,아이에스동서,010780,주식등의대량보유상황보고서(일반),권혁운
20260814003134,20260814,코스닥,엠케이전자,033160,주식등의대량보유상황보고서(일반),오션비홀딩스
20260814003079,20260814,코스닥,영우디에스피,143540,주식등의대량보유상황보고서(일반),박금성
20260814002998,20260814,코스닥,케이바이오랩스,038530,주식등의대량보유상황보고서(일반),미래아이앤지
20260814002942,20260814,코스닥,시지트로닉스,429270,주식등의대량보유상황보고서(일반),심규환
20260814002924,20260814,코스닥,휴마시스,205470,주식등의대량보유상황보고서(일반),아티스트
20260814002906,20260814,코스피,한국토지신탁,034830,주식등의대량보유상황보고서(일반),엠케이인베스트먼트
20260814002748,20260814,코스피,KG케미칼,001390,주식등의대량보유상황보고서(일반),케이지제로인
20260814002669,20260814,코스닥,매드업,0039P0,주식등의대량보유상황보고서(약식),스톤브릿지벤처스
20260814002659,20260814,코스닥,SKAI,357880,주식등의대량보유상황보고서(일반),디렉터스컴퍼니
20260814002614,20260814,코스닥,유니슨,018000,주식등의대량보유상황보고서(약식),비그림파워코리아
20260814002576,20260814,코스피,TYM,002900,주식등의대량보유상황보고서(일반),김식
20260814002466,20260814,코스피,NICE,034310,주식등의대량보유상황보고서(일반),김원우
20260814002419,20260814,코스피,SK이터닉스,475150,주식등의대량보유상황보고서(일반),이클립스
20260814002408,20260814,코스피,동부건설,005960,주식등의대량보유상황보고서(일반),키스톤에코프라임
20260814002392,20260814,코스닥,소프트센,032680,주식등의대량보유상황보고서(일반),홍콩셩다국제유한공사
20260814002356,20260814,코스피,AJ네트웍스,095570,주식등의대량보유상황보고서(일반),문덕영
20260814002350,20260814,코스닥,모아데이타,288980,주식등의대량보유상황보고서(일반),한상진
20260814002230,20260814,코스피,차AI헬스케어,025620,주식등의대량보유상황보고서(일반),메타엑스1호조합
20260814002075,20260814,코스닥,바이오다인,314930,주식등의대량보유상황보고서(일반),임욱빈
20260814001946,20260814,코스닥,크린앤사이언스,045520,주식등의대량보유상황보고서(일반),최재호
20260814001878,20260814,코스닥,신스틸,162300,주식등의대량보유상황보고서(일반),신승곤
20260814001809,20260814,코스닥,지란지교시큐리티,208350,[기재정정]주식등의대량보유상황보고서(일반),지란지교소프트
20260814001701,20260814,코스닥,퓨쳐켐,220100,주식등의대량보유상황보고서(일반),지대윤
20260814001684,20260814,코스닥,제테마,216080,주식등의대량보유상황보고서(일반),김재영
20260814001477,20260814,코스닥,제테마,216080,[기재정정]주식등의대량보유상황보고서(일반),김재영
20260814001253,20260814,코스닥,이엠앤아이,083470,주식등의대량보유상황보고서(일반),신기술케이에듀조합
20260814001174,20260814,코스닥,이엠앤아이,083470,주식등의대량보유상황보고서(일반),디에스피코퍼레이션
20260814000908,20260814,코스닥,원텍,336570,주식등의대량보유상황보고서(일반),김종원
20260814000802,20260814,코스닥,고영,098460,주식등의대량보유상황보고서(약식),J.P.MORGANSECURITIESPLC
20260814000769,20260814,코스닥,성원에너텍,340930,[기재정정]주식등의대량보유상황보고서(일반),유일에너테크소액주주연대
20260814000740,20260814,코스닥,성원에너텍,340930,[기재정정]주식등의대량보유상황보고서(일반),유일에너테크소액주주연대
20260814000723,20260814,코스닥,성원에너텍,340930,[기재정정]주식등의대량보유상황보고서(일반),유일에너테크소액주주연대
20260814000619,20260814,코스닥,매커스,093520,주식등의대량보유상황보고서(약식),MiriCapitalManagementLLC
20260814000535,20260814,코스닥,닷밀,464580,주식등의대량보유상황보고서(일반),정해운
20260814000410,20260814,코스피,DN오토모티브,007340,주식등의대량보유상황보고서(일반),김상헌
20260814000129,20260814,코스피,포스코DX,022100,주식등의대량보유상황보고서(일반),POSCO홀딩스
20260814000121,20260814,코스피,포스코인터내셔널,047050,주식등의대량보유상황보고서(일반),POSCO홀딩스
20260813001778,20260813,코스닥,코스모로보틱스,439960,주식등의대량보유상황보고서(약식),엔비에이치캐피탈
20260813001759,20260813,코스닥,뱅크웨어글로벌,199480,주식등의대량보유상황보고서(일반),이경조
20260813001746,20260813,코스닥,더라미,032860,주식등의대량보유상황보고서(일반),바이오스마트
20260813001740,20260813,코스피,PKC,001340,주식등의대량보유상황보고서(일반),김성훈
20260813001735,20260813,코스닥,루멘스,038060,주식등의대량보유상황보고서(일반),디티씨
20260813001723,20260813,코스피,DRB동일,004840,주식등의대량보유상황보고서(약식),최경애
20260813001679,20260813,코스닥,SOOP,067160,주식등의대량보유상황보고서(일반),쎄인트인터내셔널
20260813001639,20260813,코스피,금호타이어,073240,주식등의대량보유상황보고서(일반),싱웨이코리아
20260813001633,20260813,코스닥,싸이토젠,217330,주식등의대량보유상황보고서(일반),캔디엑스홀딩스
20260813001630,20260813,코스닥,윙입푸드,900340,주식등의대량보유상황보고서(약식),ZHAO JINHUA
20260813001604,20260813,코스피,한솔홀딩스,004150,주식등의대량보유상황보고서(일반),조동길
20260813001597,20260813,코스닥,윙입푸드,900340,주식등의대량보유상황보고서(약식),WONG SIO CHAN
20260813001591,20260813,코스닥,성호전자,043260,주식등의대량보유상황보고서(일반),서룡전자
20260813001563,20260813,코스피,에코프로머티,450080,주식등의대량보유상황보고서(일반),에코프로
20260813001544,20260813,코스닥,TJ미디어,032540,주식등의대량보유상황보고서(일반),윤나라
20260813001538,20260813,코스닥,한울반도체,320000,주식등의대량보유상황보고서(일반),한울소재과학
20260813001485,20260813,코스닥,스마트레이더시스템,424960,주식등의대량보유상황보고서(일반),김용환
20260813001465,20260813,코스닥,윙입푸드,900340,주식등의대량보유상황보고서(일반),WANG TING FENG
20260813001416,20260813,코스피,블루산업개발,006740,주식등의대량보유상황보고서(일반),피엠에이조합
20260813001403,20260813,코스닥,다보링크,340360,주식등의대량보유상황보고서(일반),테라사이언스
20260813001379,20260813,코스닥,국전,307750,주식등의대량보유상황보고서(일반),홍종호
20260813001340,20260813,코스닥,다산디엠씨,208860,주식등의대량보유상황보고서(일반),다산네트웍스
20260813001322,20260813,코스피,종근당,185750,주식등의대량보유상황보고서(약식),고촌재단
20260813001293,20260813,코스닥,크레오에스지,040350,주식등의대량보유상황보고서(일반),큐로홀딩스
20260813001243,20260813,코스피,성신양회,004980,주식등의대량보유상황보고서(일반),김태현
20260813001126,20260813,코스닥,레이,228670,[기재정정]주식등의대량보유상황보고서(일반),레이홀딩스
20260813001107,20260813,코스닥,수성웹툰,084180,주식등의대량보유상황보고서(일반),투믹스홀딩스
20260813001085,20260813,코스닥,세화피앤씨,252500,주식등의대량보유상황보고서(일반),이훈구
20260813000978,20260813,코스피,아진전자부품,009320,주식등의대량보유상황보고서(약식),아진카인텍
20260813000970,20260813,코스닥,레이,228670,주식등의대량보유상황보고서(일반),레이홀딩스
20260813000912,20260813,코스피,에스엠벡셀,010580,주식등의대량보유상황보고서(일반),에스엠하이플러스
20260813000905,20260813,코스닥,대한과학,131220,주식등의대량보유상황보고서(일반),서정구
20260813000894,20260813,코스닥,이노진,344860,주식등의대량보유상황보고서(일반),이광훈
20260813000865,20260813,코스닥,벡트,457600,주식등의대량보유상황보고서(일반),유창수
20260813000829,20260813,코스피,동원수산,030720,주식등의대량보유상황보고서(일반),왕기철
20260813000823,20260813,코스닥,현대이지웰,090850,주식등의대량보유상황보고서(약식),MiriCapitalManagementLLC
20260813000676,20260813,코스닥,태웅로직스,124560,주식등의대량보유상황보고서(일반),한재동
20260813000585,20260813,코스피,풀무원,017810,주식등의대량보유상황보고서(약식),엔브이메자닌그로쓰에쿼티사모투자
20260813000460,20260813,코스닥,에코프로,086520,주식등의대량보유상황보고서(일반),이동채
20260813000433,20260813,코스닥,가비아,079940,주식등의대량보유상황보고서(약식),GumshoeMasterFundLP
20260813000392,20260813,코스닥,대호특수강,021040,주식등의대량보유상황보고서(일반),영흥
20260813000233,20260813,코스피,서울식품공업,004410,주식등의대량보유상황보고서(일반),정필문
20260813000149,20260813,코스닥,HLB파나진,046210,주식등의대량보유상황보고서(일반),박준곤
20260813000040,20260813,코스피,산일전기,062040,주식등의대량보유상황보고서(일반),박동석
20260812000882,20260812,코스닥,골프존홀딩스,121440,주식등의대량보유상황보고서(일반),김원일
20260812000878,20260812,코스닥,바이오스마트,038460,주식등의대량보유상황보고서(일반),박혜린
20260812000873,20260812,코스피,한미약품,128940,주식등의대량보유상황보고서(일반),한미사이언스
20260812000861,20260812,코스피,한미사이언스,008930,주식등의대량보유상황보고서(일반),송영숙
20260812000850,20260812,코스닥,루멘스,038060,[기재정정]주식등의대량보유상황보고서(일반),넥스턴앤롤코리아
20260812000832,20260812,코스닥,하이록코리아,013030,주식등의대량보유상황보고서(약식),피델리티매니지먼트앤리서치컴퍼니엘엘씨
20260812000808,20260812,코스닥,인바디,041830,주식등의대량보유상황보고서(약식),피델리티매니지먼트앤리서치컴퍼니엘엘씨
20260812000805,20260812,코스닥,하이텍팜,106190,주식등의대량보유상황보고서(일반),ACSDOBFARS.P.A
20260812000799,20260812,코스피,백산,035150,주식등의대량보유상황보고서(일반),김한준
20260812000790,20260812,코스닥,루멘스,038060,주식등의대량보유상황보고서(일반),넥스턴앤롤코리아
20260812000788,20260812,코스피,부국증권,001270,주식등의대량보유상황보고서(일반),김중건
20260812000773,20260812,코스닥,파버나인,177830,주식등의대량보유상황보고서(일반),이제훈
20260812000739,20260812,코스피,SK디앤디,210980,주식등의대량보유상황보고서(일반),한앤코개발홀딩스
20260812000708,20260812,코스닥,원티드랩,376980,[기재정정]주식등의대량보유상황보고서(일반),이복기
20260812000707,20260812,코스피,SK스퀘어,402340,주식등의대량보유상황보고서(약식),BlackRockFundAdvisors
20260812000704,20260812,코스닥,한울소재과학,091440,[기재정정]주식등의대량보유상황보고서(약식),해리슨투자조합1호
20260812000673,20260812,코스닥,다산솔루에타,154040,주식등의대량보유상황보고서(일반),다산인베스트
20260812000648,20260812,코스닥,레몬헬스케어,365660,주식등의대량보유상황보고서(약식),양항석
20260812000608,20260812,코스닥,파수AI,150900,주식등의대량보유상황보고서(일반),조규곤
20260812000577,20260812,코스닥,닷밀,464580,주식등의대량보유상황보고서(일반),정해운
20260812000557,20260812,코스닥,디에스엠,104040,주식등의대량보유상황보고서(약식),와이씨자산운용
20260812000487,20260812,코스닥,나노씨엠에스,247660,주식등의대량보유상황보고서(일반),김희자
20260812000480,20260812,코스피,금강공업,014280,주식등의대량보유상황보고서(일반),안영순
20260812000471,20260812,코스닥,디케이락,105740,주식등의대량보유상황보고서(일반),노은식
20260812000421,20260812,코스닥,로젠,033290,주식등의대량보유상황보고서(일반),대명화학
20260812000395,20260812,코스닥,소프트캠프,258790,주식등의대량보유상황보고서(일반),배환국
20260812000367,20260812,코스닥,나인앤컴퍼니,366030,주식등의대량보유상황보고서(약식),티에스 2018-12 M&A 투자조합
20260812000314,20260812,코스피,한국주강,025890,주식등의대량보유상황보고서(일반),하만규
20260812000307,20260812,코스닥,원티드랩,376980,주식등의대량보유상황보고서(일반),이복기
20260812000168,20260812,코스피,대양금속,009190,주식등의대량보유상황보고서(일반),디와이엠파트너스
20260811000690,20260811,코스닥,이노진,344860,[기재정정]주식등의대량보유상황보고서(일반),메타몰퍼시스
20260811000686,20260811,코스피,롯데렌탈,089860,주식등의대량보유상황보고서(일반),호텔롯데
20260811000680,20260811,코스닥,케이엔제이,272110,주식등의대량보유상황보고서(일반),심호섭
20260811000674,20260811,코스피,신한지주,055550,주식등의대량보유상황보고서(약식),BlackRockFundAdvisors
20260811000673,20260811,코스닥,나인앤컴퍼니,366030,주식등의대량보유상황보고서(약식),김주영
20260811000662,20260811,코스닥,빛과전자,069540,주식등의대량보유상황보고서(약식),바로저축은행
20260811000661,20260811,코스피,대교,019680,주식등의대량보유상황보고서(일반),대교홀딩스
20260811000651,20260811,코스닥,야스,255440,주식등의대량보유상황보고서(일반),정광호
20260811000650,20260811,코스닥,자비스,254120,주식등의대량보유상황보고서(일반),김형철
20260811000648,20260811,코스피,SK이터닉스,475150,주식등의대량보유상황보고서(일반),SK디스커버리
20260811000646,20260811,코스피,유나이티드,033270,주식등의대량보유상황보고서(일반),강덕영
20260811000641,20260811,코스닥,지에프씨생명과학,388610,주식등의대량보유상황보고서(일반),강희철
20260811000639,20260811,코스피,한미사이언스,008930,주식등의대량보유상황보고서(일반),DXVX
20260811000628,20260811,코스닥,키스트론,475430,주식등의대량보유상황보고서(일반),홍영철
20260811000627,20260811,코스피,한미사이언스,008930,주식등의대량보유상황보고서(일반),임종훈
20260811000611,20260811,코스피,국제약품,002720,주식등의대량보유상황보고서(일반),남영우
20260811000606,20260811,코스닥,사토시홀딩스,223310,주식등의대량보유상황보고서(약식),써밋프라임밸류투자조합
20260811000605,20260811,코스피,SK디앤디,210980,주식등의대량보유상황보고서(일반),SK디스커버리
20260811000590,20260811,코스피,효성,004800,주식등의대량보유상황보고서(일반),조현준
20260811000589,20260811,코스닥,헝셩그룹,900270,주식등의대량보유상황보고서(일반),후이훙위엔
20260811000579,20260811,코스피,풀무원,017810,주식등의대량보유상황보고서(일반),남승우
20260811000571,20260811,코스닥,디에스엠,104040,[기재정정]주식등의대량보유상황보고서(약식),지브이에이자산운용
20260811000560,20260811,코스피,한진칼,180640,주식등의대량보유상황보고서(일반),조원태
20260811000552,20260811,코스닥,그리드위즈,453450,주식등의대량보유상황보고서(일반),김구환
20260811000549,20260811,코스닥,아이씨디,040910,주식등의대량보유상황보고서(약식),지브이에이자산운용
20260811000547,20260811,코스닥,에이치브이엠,295310,주식등의대량보유상황보고서(일반),문승호
20260811000544,20260811,코스닥,신진에스엠,138070,주식등의대량보유상황보고서(일반),김은식
20260811000537,20260811,코스피,코아스,071950,주식등의대량보유상황보고서(약식),코아스 우리사주조합
20260811000529,20260811,코스닥,전진바이오팜,110020,주식등의대량보유상황보고서(일반),이태훈
20260811000517,20260811,코스피,비에이치,090460,주식등의대량보유상황보고서(약식),베어링자산운용
20260811000513,20260811,코스닥,디에스엠,104040,주식등의대량보유상황보고서(약식),지브이에이자산운용
20260811000511,20260811,코스닥,엘앤케이바이오,156100,주식등의대량보유상황보고서(일반),강국진
20260811000509,20260811,코스피,체시스,033250,주식등의대량보유상황보고서(일반),이명곤
20260811000459,20260811,코스피,에이프로젠바이오로직스,003060,주식등의대량보유상황보고서(일반),에이프로젠
20260811000433,20260811,코스닥,우리기술,032820,주식등의대량보유상황보고서(약식),삼성자산운용
20260811000404,20260811,코스닥,하이비젼시스템,126700,주식등의대량보유상황보고서(약식),타이거자산운용투자일임
