rcept_no,rcept_dt,corp_code,corp_name,report_tp,repror,stkqy,stkqy_irds,stkrt,stkrt_irds,report_resn
20260904000001,2026-09-04,00141477,영흥,약식,이진식,"939,248","131,987",6,0.9,단순 추가취득
20260903000397,2026-09-04,00765897,한국피아이엠,일반,송준호,"2,818,421",0,46.40,0,보고자의 주식담보대출 내용변경
20260903000387,2026-09-03,00766106,엣지파운드리,일반,남용현,"1,119,512","-4,876,884",7.15,-0.47,"주식병합으로 인한 주식수 변동 및
전환사채 콜옵션 취득권리 상실에 따른 변경보고"
20260903000377,2026-09-03,00132868,우성머티리얼스,일반,더블유에스,"3,223,340","259,672",18.42,-0.27,특별관계자 추가 및 주식수 변동
20260903000371,2026-09-03,00140131,키다리스튜디오,약식,권정혁,"1,715,638","-592,241",4.63,-1.68,주식수 변동에 따른 보고
20260903000369,2026-09-03,00406037,CSA 코스믹,약식,브이핑크홀딩스,"746,666","-4,853,334",4.29,-0.96,"- 감자, 분할, 유상증자로 인한 발행회사의 발행주식 
   총수 및 보유주식 변경"
20260903000363,2026-09-03,00816544,토니모리,일반,배해동,"12,724,600","-25,400",52.90,-0.10,"보고자(배해동) 주식 증여
 특별관계자의 장내 주식 매도"
20260903000361,2026-09-03,01205709,HD현대,일반,정몽준,"29,323,325",0,37.12,0.00,- 보고자 및 특별관계자 보유주식 수 변동
20260903000348,2026-09-03,01524093,DL이앤씨,일반,DL,"9,600,250","-10,944",24.81,-0.03,특별관계자 및 보유주식수 변동
20260903000347,2026-09-03,00149804,디와이에이,일반,영일이,"4,231,710","-16,865,904",45.24,0.14,5대1 주식(액면)병합으로 인한 소유주식수 변동 보고
20260903000345,2026-09-03,00480367,SK오션플랜트,일반,송무석,"5,505,658",0,8.81,0,담보계약 변경(기존계약연장 및 신규계약체결)
20260903000344,2026-09-03,00106395,금호전기,일반,신주홀딩스,"3,691,613","-342,851",29.83,-2.77,특수관계자 보유 주식 장내매도
20260903000335,2026-09-03,00608699,탑코미디어,일반,엔키홀딩스,"34,223,914","-863,457",69.43,-1.75,교환청구권행사
20260903000303,2026-09-03,01043853,베노티앤알,일반,라미쿠스,"8,972,589",0,23.65,0,최대주주 변경을 수반하는 주식양수도계약 체결의 변경계약
20260903000298,2026-09-03,00309503,한국항공우주,약식,NH투자증권,"577,594","577,594",0.59,0.59,고객계정 신탁계약 거래 및 장내매수도 등
20260903000297,2026-09-03,00125743,현대비앤지스틸,일반,현대제철,"6,933,013",0,45.98,0.00,보유주식등에 관한 계약의 변경
20260903000286,2026-09-03,00525882,크레버스,일반,김영화,"2,807,734","18,477",27.34,0.18,"보고자 장내매수 
보고자 및 특별관계자 보유주식등에 관한 계약 내용 변경"
20260903000282,2026-09-03,00997812,코미코,일반,미코,"21,496,630",0,41.85,0,- 보고자의 주식담보계약 연장
20260903000280,2026-09-03,00336817,HLB제약,일반,HLB생명과학,"8,331,408",0,24.31,0,"특별관계자 주식담보대출 연장 및 일부상환,
 신규 주식담보계약 체결"
20260903000279,2026-09-03,01329957,국전,일반,홍종호,"28,198,023",0,52.23,0,"1.대표보고자 홍종호 : 대출금액 일부 상환 및 신규 대출
※특별관계자 포함 보유주식수 및 총 보유비율 변동 없음"
20260903000278,2026-09-03,01405585,윙스풋,일반,모티바코리아,"3,050,034","-12,152,704",61.63,0.19,"주식(액면)병합에 따른 주식수 변동
특수관계인 장내매수"
20260903000272,2026-09-03,00525679,차바이오텍,일반,차광렬,"23,367,692",0,25.12,0,특별관계자 주식담보대출 일부상환 및 계약연장
20260903000266,2026-09-03,01043853,베노티앤알,일반,아크로 신기술조합 제241호,"4,782,496",0,12.75,0,주식 및 경영권 양수도 변경 계약
20260903000260,2026-09-03,00447575,제이앤티씨,일반,진우엔지니어링,"37,811,895",0,65.36,0.00,주식담보대출 계약체결에 따른 변경
20260903000256,2026-09-03,00989664,코아스템켐온,일반,김경숙,"5,758,137","-1,585,072",10.89,-3.00,사내이사 퇴임
20260903000241,2026-09-03,00117300,TCC스틸,일반,손봉락(孫鳳洛),"8,096,852",0,30.89,0.00,"증여(-)/수증(+), 특수관계자 추가, 보유주식등의 계약관련 변동"
20260903000236,2026-09-03,01299203,그리드위즈,약식,오라이언자산운용,"495,891","495,891",5.88,5.88,전환사채 인수에 따른 신규보고
20260903000235,2026-09-03,00579980,아이티엠반도체,일반,NICE,"13,929,643",0,61.40,0,특별관계자의 주식담보계약 변경
20260903000233,2026-09-03,01796858,신영스팩10호,약식,하우자산운용,"380,366","224,742",8.11,4.79,5% 이상 보유에 따른 공시의무 발생
20260903000231,2026-09-03,00158316,NICE,일반,김원우,"19,062,991",0,51.86,0,보고자 본인의 주식담보계약 변경
20260903000221,2026-09-03,00349060,한스바이오메드,약식,타이거자산운용투자일임,"776,441","64,557",5.44,0.45,5%이상 보유 신규보고
20260903000205,2026-09-03,00157399,한솔테크닉스,약식,미래에셋자산운용,"2,626,258","-220,322",4.94,-0.42,지분율 변동
20260903000175,2026-09-03,00186559,아이티센씨티에스,일반,아이티센글로벌,"3,848,122","818,464",29.78,4.75,전환사채(CB)인수에 따른 변동보고
20260903000138,2026-09-03,00410915,서울옥션,일반,이호재,"5,457,887","28,086",30.71,0.16,- 특별관계자 보유주식수 변동(1%미만)
20260903000131,2026-09-03,01549472,대진첨단소재,약식,오라이언자산운용,0,"-855,706",0,-5.47,장외매도에 따른 변동보고
20260903000125,2026-09-03,01416642,다보링크,일반,테라사이언스,"10,679,147",0,20.51,0,(주)다보링크 주식질권설정 해지
20260903000112,2026-09-03,01809569,신한제12호스팩,약식,더블유자산운용,"464,532","59,999",8.42,1.09,보유비율 1% 이상 변동
20260903000110,2026-09-03,01144028,씨티케이,일반,정인용,"9,524,950",0,49.24,0,"보고자 및 특별관계자의 보유주식 담보계약(연장)에 
따른 변경보고"
20260903000015,2026-09-03,01963140,신한제18호스팩,약식,더블유자산운용,"496,010","59,999",8.83,1.07,보유비율 1% 이상 변동
20260903000007,2026-09-03,01061327,클래시스,약식,CapitalResearchandManagementCompany,"3,325,549","-694,534",5.10,-1.06,- 투자자금 회수목적으로 장내에서 발행회사의 주식 처분
20260903000004,2026-09-03,00244747,파크시스템스,약식,CapitalResearchandManagementCompany,"424,760","73,611",6.07,1.06,- 단순투자목적으로 장내에서 발행회사의 주식 매수
20260902000353,2026-09-02,00406329,루멘스,일반,넥스턴앤롤코리아,"10,566,637",0,21.97,0,주식 양수도 계약 이행에 따른 주식 취득
20260902000349,2026-09-02,00123772,부국증권,일반,김중건,"3,643,931","1,552",35.14,0.02,"- 보고자, 특별관계자의 유가증권시장에서의 주식 매매"
20260902000345,2026-09-02,01450938,지에프아이,약식,비엔케이 안전 신기술투자조합 제2호,"1,211,854","-237,180",15.07,-3.41,장내매매에 따른 변동보고
20260902000341,2026-09-02,01450938,지에프아이,약식,비엔케이 안전 신기술투자조합 제2호,"1,449,034","-3,246",18.48,-0.42,장내매매에 따른 변동보고
20260902000339,2026-09-02,01038693,드림시큐리티,일반,범진규,"42,666,326","403,000",41.95,0.39,"- 주식담보대출계약 기간 연장
- 보유주식등의 수 및 보유비율 변동"
20260902000335,2026-09-02,00349060,한스바이오메드,약식,KB자산운용,"612,567","-227,751",4.30,-1.59,1%이상 변동
20260902000334,2026-09-02,00763473,코스메카코리아,약식,KB자산운용,"337,728","-232,056",3.16,-2.18,1%이상 변동
20260902000333,2026-09-02,01686427,에스오에스랩,약식,KB자산운용,"1,142,591","188,531",6.34,0.98,1%이상 변동
20260902000326,2026-09-02,00571483,오이솔루션,일반,박찬,"2,751,930","-10,000",23.26,-0.09,"의결권 있는 주식 장내매도 및 
담보 주식 수 일부 상환"
20260902000321,2026-09-02,00391197,하이퍼코퍼레이션,일반,제이케이(JK)신기술투자조합제12호,"7,729,577","-404,095",54.52,-1.26,- 특별관계자 전환사채 장외매도에 따른 변동보고
20260902000312,2026-09-02,00406329,루멘스,일반,디티씨,0,"-10,566,637",0,-21.97,"주식 양수도 계약 이행에 따른 주식양도,
대표보고자변경으로 인한 변동"
20260902000310,2026-09-02,01416642,다보링크,일반,테라사이언스,"10,679,147",0,20.51,0,주식양수도계약 해제합의서 체결
20260902000303,2026-09-02,01061497,FSN,일반,제이투비,"13,325,131","15,167",28.98,0.03,"- 특별관계자 서정교 주식 장내매매
- 특별관계자 김경호 주식 장내매수
- 특별관계자 서정교 일부 주식담보대출 해지
- 특별관계자 이상석 일부 주식담보대출 연장 및 조건 변경"
20260902000294,2026-09-02,00335076,오픈베이스,일반,정주영,"8,665,670","8,665,670",27.57,27.57,"지분 증여/수증에 따른 최대주주 및 대표보고자 변경으로 인한 신규 연명보고 (증여자 : 정진섭, 수증자 : 정주영)"
20260902000292,2026-09-02,00128412,삼진제약,일반,최지현,"1,373,714",0,10.31,0,기존 주요계약 내용 변경
20260902000288,2026-09-02,00567222,우림피티에스,일반,한규석,"7,694,719",0,57.00,0.00,특별관계자 주식담보계약
20260902000287,2026-09-02,00335076,오픈베이스,일반,정진섭,0,"-8,685,670",0,-27.64,- 대표보고자 변경에 따른 변동보고(증여)
20260902000286,2026-09-02,00264635,에스넷,일반,박효대,"5,217,534","39,000",26.20,0.19,특별관계자 장내매수
20260902000285,2026-09-02,00115287,동방,약식,제이커브디케이기관전용사모투자,"5,422,503","5,422,503",10.16,10.16,전환사채 투자에 따른 신규보고
20260902000281,2026-09-02,01237540,이녹스첨단소재,일반,이녹스,"6,780,028","8,678",33.89,0.04,장내매수
20260902000279,2026-09-02,00638487,파수AI,일반,조규곤,"2,282,420",0,19.50,0,보고자의 주식 담보 계약 변경
20260902000278,2026-09-02,01075126,사토시홀딩스,일반,메타플렉스,"2,751,682","-706,565",43.67,-6.97,특별관계자의 보유주식 장내매도 및 장외매도
20260902000273,2026-09-02,00587925,모아라이프플러스,일반,모아데이타,"3,772,134","-3,772,134",17.89,0,"주식담보계약 계약 기간 연장
특수관계인의 물상담보제공 해제
주식병합에 따른 주식수 변동"
20260902000268,2026-09-02,00413523,한미글로벌,일반,김종훈,"2,398,879","-2,410",21.90,-0.02,특수관계인 주식감소
20260902000267,2026-09-02,00256502,에이텍,일반,신승영,"2,911,862","102,627",35.25,1.24,보유주식등의 수 및 보유비율 변동
20260902000262,2026-09-02,00137252,사조동아원,일반,사조씨푸드,"9,157,573","-82,378,190",64.88,0.03,특별관계자 보유주식 변동
20260902000255,2026-09-02,00229021,인성정보,일반,에스넷,"11,985,565","75,000",23.73,0.15,최대주주 장내매수에 따른 변동보고
20260902000250,2026-09-02,00114686,동구바이오제약,일반,조용준,"10,604,678",0,37.18,0.00,담보 대출 일부 상환에 따른 변경 보고
20260902000248,2026-09-02,00101044,에이프로젠바이오로직스,일반,에이프로젠,"65,076,499","972,952",90.22,-0.21,"- 보고자가 보유한 발행사 전환사채 전환가액 조정에 따른 변동 
- 보고자가 보유한 발행사 전환사채 전환가액 조정에 따른 계약비율 변경
- 보고자 특별관계인이 보유한 발행사 전환사채 매매계약에 따른 계약 수량 및 비율 변경
- 보고자 특별관계인이 보유한 발행사 전환사채 해지계약에 따른 계약 수량 및 비율 변경"
20260902000240,2026-09-02,00486097,KT나스미디어,약식,브이아이피자산운용,"670,115","101,033",5.87,0.88,5% 이상 신규취득
20260902000238,2026-09-02,01514005,크라우드웍스,일반,박민우,"1,224,800","-169,000",7.72,-1.06,주식수 변동
20260902000236,2026-09-02,00403766,한국첨단소재,일반,나카모토투자조합,"4,358,275","4,358,275",14.05,14.05,지분 신규 취득
20260902000235,2026-09-02,01253636,에르코스,일반,김슬기,"5,746,664",0,75.45,0,- 보고자 주요계약 변경(연장 및 일부상환)
20260902000229,2026-09-02,01046391,싸이토젠,일반,캔디엑스홀딩스,"11,130,860","750,000",44.42,3.00,"특별관계자 전병희의 26년 6월 23일 주식 증여분 취소에 
따른 변동 공시"
20260902000225,2026-09-02,00129615,상보,일반,레이노코리아,"1,983,506","-27,963",16.76,-0.23,특별관계자인 임원퇴임에 따른 특별관계자 제외
20260902000220,2026-09-02,00208444,피에스케이홀딩스,일반,박경수,"14,079,372","-40,000",65.30,-0.18,특별관계자 보유주식수 감소에 따른 변동
20260902000219,2026-09-02,01046391,싸이토젠,일반,전병희,"2,045,271",0,8.84,0,보고자(전병희)의 26년 6월 23일 기공시했던 주식 증여분 취소
20260902000215,2026-09-02,00139764,에넥스,일반,에넥스미래성장조합,"3,377,388","3,377,388",28.48,28.48,주식양수도계약 정정
20260902000204,2026-09-02,00116824,동아쏘시오홀딩스,일반,강정석,"2,864,126",500,42.54,0.01,"장내매수, 주식담보대출 상환"
20260902000203,2026-09-02,00101044,에이프로젠바이오로직스,약식,이창순,"3,262,642","3,262,642",16.95,16.95,- 전환사채 매수
20260902000191,2026-09-02,01222432,에스제이그룹,일반,이주영,"5,146,580","50,000",55.42,0.54,최대주주 장내매수에 따른 보유주식 수 및 보유비율 변동
20260902000093,2026-09-02,00356389,프럼파스트,일반,원재희,"2,576,196","10,482",27.94,1.58,친인척(손녀) 송은우 주식 취득
20260902000088,2026-09-02,00875237,씨앤투스,일반,하춘욱,"12,020,805","26,889",49.19,0.11,특수관계인 추가 및 주식 취득
20260902000075,2026-09-02,01259311,푸드나무,일반,온힐파트너스,"9,836,929",0,27.74,-0.27,양도담보주식 매매계약 체결에 따른 보고
20260902000074,2026-09-02,00141413,영화금속,일반,삼신정밀,"2,780,791","90,000",28.07,0.90,최대주주의 주식 장내매수
20260902000064,2026-09-02,00536541,에코프로,일반,이동채,"34,664,519","-1,150",25.53,0.00,"특별관계자 매매, 주식담보대출 조건변경"
20260902000057,2026-09-02,01429840,아이티아이즈,일반,이성남,"3,693,979","4,350",51.17,0.06,- 특별관계자의 장내매수에 따른 변동보고
20260902000035,2026-09-02,00382199,신한지주,약식,CapitalResearchandManagementCompany,"23,568,346","115,260",5.02,0.03,"- 단순투자목적으로 장내에서 발행회사의 주식 매수
- 단순투자목적으로 장외에서 발행회사의 증권예탁증권 매수"
20260902000028,2026-09-02,00137012,에스앤더블류,일반,신일,"3,641,309","3,641,309",50.57,50.57,대표보고자 변경에 따른 신규보고
20260902000020,2026-09-02,00137012,에스앤더블류,일반,정화섭,0,"-3,641,309",0,-50.57,"대표보고자 변경에 따른 기존대표보고자의 
연명보고 제외"
20260902000019,2026-09-02,01949140,교보19호스팩,약식,더블유자산운용,"297,001","-154,855",5.50,-2.87,보유비율 1% 이상 변동
20260902000013,2026-09-02,00137012,에스앤더블류,일반,정화섭,"3,641,309",0,50.57,0,보고자와 특별관계자간의 증여에 따른 변동
20260901000364,2026-09-02,01135084,에스와이스틸텍,일반,에스와이,"18,521,824",0,36.92,0,- 특별관계자의 주식담보대출 실행
20260901000362,2026-09-01,00107224,남선알미늄,일반,삼라,"39,982,755","1,161,258",30.90,0.90,특별관계자 변동
20260901000359,2026-09-01,00573579,평화산업,일반,평화홀딩스,"35,051,257","53,677",63.84,0.09,장내매수
20260901000354,2026-09-01,00862880,새빗켐,일반,에스케이아이엘에코시너지밸류업1호,"2,612,497","-618,000",46.24,-11.14,"- 특별관계자의 보유주식에 대한 납세담보권 실행으로 인한 보유주식 변동
- 특별관계자의 보유주식 공탁 종료"
20260901000349,2026-09-01,01214743,더네이쳐홀딩스,일반,박영준,"5,829,831","-32,480",40.24,-0.23,"1) 최대주주 및 특별관계자 장내 주식 매수
2) 임원퇴임에 따른 특별관계자 해제
3) 특별관계자 주식담보대출"
20260901000348,2026-09-01,00138057,써니전자,일반,케이엑스에셋,"4,795,279","4,795,279",13.50,13.50,5% 이상 장내매수
20260901000341,2026-09-01,00862880,새빗켐,일반,에스케이아이엘에코시너지밸류업1호,"3,230,497",0,57.38,0.00,"교환사채 교환권 청구로 인한 주식 변동
특별관계자의 보유주식등에 관한 계약"
20260901000337,2026-09-01,00862880,새빗켐,일반,에스케이아이엘에코시너지밸류업1호,"3,230,497",0,57.38,0.00,주식양수도계약 종결 및 보유형태 변경
20260901000335,2026-09-01,00862880,새빗켐,일반,에스케이아이엘에코시너지밸류업1호,"3,230,497","648,509",57.38,5.55,"교환사채 인수계약 체결 및 종결, 유상신주 취득"
20260901000334,2026-09-01,00109693,DL,약식,베어링자산운용,"1,050,088","3,355",5.01,0.02,5% 이상 보유에 따른 보고의무 발생
20260901000331,2026-09-01,00862880,새빗켐,일반,에스케이아이엘에코시너지밸류업1호,"2,581,988",0,51.83,0.00,특별관계자 변동 및 컨소시엄 주주간계약 체결
20260901000330,2026-09-01,00862880,새빗켐,일반,에스케이아이엘에코시너지밸류업1호,"2,581,988","99,284",51.83,1.99,주식양수도계약 체결에 따른 보유비율 변동
20260901000329,2026-09-01,00862880,새빗켐,일반,박민규,0,"-2,482,704",0.00,-49.84,"- 매수인 지위 이전 합의, 주식매매계약 종결 및 주식근질권설정계약 체결
- 보유비율 및 특별관계자 변동 
- 대표보고자 변경"
20260901000328,2026-09-01,00862880,새빗켐,일반,에스케이아이엘에코시너지밸류업1호,"2,482,704","2,482,704",49.84,49.84,대표보고자 변경에 따른 신규보고
20260901000326,2026-09-01,00148984,시알홀딩스,일반,이인옥,"33,388,109","-50,750",71.24,-0.11,"- 보고자 본인 주식담보계약 기간연장
- 특별관계자 주식담보계약 신규 및 기간연장, 이자율 변경
- 특별관계자의 보유주식 장내매매"
20260901000323,2026-09-01,00862880,새빗켐,일반,박민규,"2,482,704",0,49.84,0.00,- 특별관계자 변경- 주식매매계약 및 주주간계약 체결
20260901000321,2026-09-01,00403766,한국첨단소재,일반,사토시홀딩스,"949,179","-7,881,293",3.06,-11.94,보유 지분 처분으로 인한 비율 변동
20260901000317,2026-09-01,00247975,솔브레인홀딩스,일반,정지완,"16,086,781","230,694",78.46,1.13,변동보고
20260901000316,2026-09-01,01353024,TS트릴리온,약식,우신화장품,"1,460,498","1,460,498",5.01,5.01,보유지분 5%이상으로 인한 보고의무 발생
20260901000313,2026-09-01,00204208,마니커,일반,이지홀딩스,"11,977,725","1,182,726",37.72,3.73,- 보고자의 장내매수에따른 변동
20260901000312,2026-09-01,00660459,나노씨엠에스,일반,에스에이치에너지알이백,"1,294,718","1,294,718",24.75,24.75,제3자배정 유상신주 인수 및 특별관계자 추가
20260901000308,2026-09-01,00317210,성호전자,일반,서룡전자,"62,164,420",200,64.63,0.00,"특수관계인의 장내매수, 특수관계인과의 장외거래, 추가근질권 설정"
20260901000307,2026-09-01,01062177,제놀루션,일반,김기옥,"5,319,796","105,356",27.72,0.55,"장내매수, 특별관계자 추가"
20260901000303,2026-09-01,00166272,화승코퍼레이션,일반,현지호,"25,564,207","66,833",51.08,0.14,특수관계자의 장내매수 및 주식담보대출 신규 체결
20260901000300,2026-09-01,00231707,비트컴퓨터,일반,조현정,"4,610,624","143,027",27.74,0.86,"보고자 및 특별관계자의 장내 매수
보고자의 담보계약추가 및 기 계약 내용 변경"
20260901000281,2026-09-01,00263654,오스코텍,일반,김성연,"4,765,055",0,12.45,0,- 주식담보대출 변경
20260901000268,2026-09-01,00231664,우리기술투자,일반,이완근,"25,961,047",0,32.53,1.62,"- 자기주식 이익소각에 따른 보유 비율 변동
- 최대주주 보유주식 담보계약 변경"
20260901000263,2026-09-01,01027828,퓨릿,약식,김주석,"3,140,847","-174,623",18.27,-1.5,주식증여 및 특별관계자 감소 및 장내매매
20260901000262,2026-09-01,00407814,CG인바이츠,일반,뉴레이크인바이츠투자,"31,185,395",0,33.93,0,주식 담보계약 체결에 따른 변경 보고
20260901000261,2026-09-01,00417167,풍원정밀,일반,유명훈,"16,254,331",0,68.98,-2.37,주식담보 설정계약 변경
20260901000259,2026-09-01,00124090,한국특강,일반,매직홀딩스,"15,107,953","-103,351",52.73,-0.37,- 특별관계자 변동(임원 퇴임)
20260901000258,2026-09-01,00161426,한미사이언스,일반,송영숙,"47,278,858","-7,967",69.13,-0.01,"- 특수관계인 보유주식 일부 장내매도
- 보유주식에 대한 담보계약 변경"
20260901000257,2026-09-01,02042949,한화머시너리앤서비스홀딩스,일반,김승연,"50,981,693","50,981,693",60.32,60.32,분할재상장에 따른 신규보고
20260901000253,2026-09-01,00129420,까뮤이앤씨,일반,베이스,"33,786,368","304,500",56.55,0.51,"특별관계자 보유주식수 변동,
담보주식 계약 변경"
20260901000250,2026-09-01,00339072,팬스타엔터프라이즈,일반,김현겸,"27,816,200","330,500",47.82,0.33,"- 최대주주 주식취득
- 계열회사 장기근속포상"
20260901000248,2026-09-01,00263371,한국경제TV,약식,박영옥,"2,023,111","243,111",8.80,1.06,매매로 인한 지분 변동 보고
20260901000243,2026-09-01,00164973,현대해상,일반,정몽윤,"20,436,801",0,23.97,0,보유주식 등에 관한 계약 변경
20260901000236,2026-09-01,00492894,젬백스,일반,젬앤컴퍼니,"11,504,829","86,527",25.30,-0.49,"- 특별관계자 제3자배정 유상증자 신주취득
- 특별관계자 신규 질권설정"
20260901000231,2026-09-01,01316254,HS효성첨단소재,약식,국민연금공단,"307,690","45,328",6.87,1.01,단순추가취득/처분
20260901000223,2026-09-01,00429694,파버나인,일반,이제훈,"3,763,322",0,33.23,0,주식담보대출금 일부상환(대신증권) 및 연장
20260901000215,2026-09-01,01514005,크라우드웍스,일반,박민우,"1,393,800","-1,072,596",8.78,-9.07,"보유주식수 변동
특별관계자 변동"
20260901000211,2026-09-01,01011368,에이치브이엠,일반,문승호,"4,322,847","20,000",35.04,-0.13,- 특별관계자의 장내매수
20260901000209,2026-09-01,00990819,아티스트스튜디오,일반,아티스트컴퍼니,"3,441,212",0,34.43,0,기 공시된 특별관계자 간 장외 주식양수도 계약 이행(잔금 지급 및 주식 인도)에 따른 주요 계약 이행 및 특별관계자 간 소유 형태 변동에 따른 변경보고
20260901000206,2026-09-01,01947443,해치텍,약식,픽셀플러스,"172,046","172,046",3.14,3.14,신규상장 및 장내매도
20260901000193,2026-09-01,01576102,미래에셋글로벌리츠,약식,미래에셋자산운용,"10,150,619","-448,911",25.63,-1.13,지분율 변동
20260901000192,2026-09-01,01437186,ESR켄달스퀘어리츠,약식,미래에셋자산운용,"49,612,592","3,293,910",20.16,1.34,지분율 변동
20260901000191,2026-09-01,01336461,뉴로메카,약식,미래에셋자산운용,"1,463,038","520,578",6.25,-1.24,지분율 변동
20260901000190,2026-09-01,01113718,올릭스,약식,미래에셋자산운용,"941,756","-141,462",4.47,-0.67,지분율 변동
20260901000189,2026-09-01,01095722,심텍,약식,미래에셋자산운용,"1,813,315","-193,688",4.84,-0.52,지분율 변동
20260901000188,2026-09-01,00246417,이오테크닉스,약식,미래에셋자산운용,"955,048","129,764",7.75,1.05,지분율 변동
20260901000187,2026-09-01,00107613,이수페타시스,약식,미래에셋자산운용,"6,721,871","1,803,418",9.16,2.46,지분율 변동
20260901000178,2026-09-01,01142260,에스엠씨지,일반,최승호,"9,543,090","156,977",47.54,0.78,"보고자의 신규 주식담보계약,
특별관계자의 장내매수 및 주식담보계약 변경"
20260901000176,2026-09-01,00923826,일월지엠엘,일반,일월,"8,153,458","-500,000",43.74,-2.69,-특수관계자 주식대여
20260901000162,2026-09-01,00181299,상아프론테크,일반,이상원,"6,769,940",0,42.34,0,- 주식담보대출 계약기간 연장
20260901000160,2026-09-01,00142883,우신시스템,일반,허우영,"6,719,787",0,36.69,0,- 보고자의 주식담보대출 계약변경
20260901000154,2026-09-01,01453670,휴럼,일반,김진석,"3,005,507","12,000",38.16,0.15,특별관계자 추가
20260901000150,2026-09-01,00269940,하나투어,일반,하모니아1호,"4,740,396","283,194",30.60,2.81,"- 주식근질권계약 설정 및 해지
- 발행회사 주식의 장내매도
- 특별관계자 변동"
20260901000144,2026-09-01,00147860,에스엠벡셀,일반,에스엠하이플러스,"98,982,383","81,300",88.97,0.07,보고자 본인 에스엠하이플러스(주)의 장내매수
20260901000121,2026-09-01,01957282,테라뷰,일반,데이지프리시젼,"13,916,203",1,37.45,0,"특별관계자 주식매수선택권 행사에 따른 보유형태 변경 및 
변동보고"
20260901000108,2026-09-01,00435969,인피니트헬스케어,약식,MiriCapitalManagementLLC,"2,143,000","410,600",8.78,1.68,일반투자목적으로 장내에서 발행회사 주식 매수
20260901000104,2026-09-01,00397289,오텍,일반,강성희,"9,392,431","427,449",34.20,1.55,장내매수
20260901000103,2026-09-01,01075126,사토시홀딩스,약식,나카모토투자조합,0,"-2,299,628",0,-8.12,보유CB 처분(양수도 매매대금 상계)
20260901000096,2026-09-01,00364467,드림어스컴퍼니,일반,비마이프렌즈,"4,676,670","-18,706,681",31.56,0,"주식(액면)병합에 따른 주식수 변동
주식(액면)병합에 따른 근질권계약 변경"
20260901000094,2026-09-01,00565154,이노션,약식,J.P.MORGANSECURITIESPLC,"951,808","951,808",2.38,2.38,신규 보고의무 발생
20260901000090,2026-09-01,01210066,리파인,일반,리얼티파인,"8,311,487",0,47.96,0,보고자의 보유주식에 관한 계약의 변경 (기존 차입금 상환에 따른 주식담보계약 해지 및 신규 주식담보계약 체결)
20260901000086,2026-09-01,00191287,대동금속,일반,대동,"6,366,200","3,000,000",70.16,17.38,제3자배정 유상증자로 의한 신주 취득
20260901000084,2026-09-01,00612294,피엔티,일반,김준섭,"3,775,848","5,000",14.70,0.02,최대주주 장내 매수
20260901000076,2026-09-01,01238169,오리온,약식,SilchesterInternationalInvestorsLLP,"2,396,644","409,012",6.06,1.03,단순 취득
20260901000063,2026-09-01,00105101,INVENI,일반,구자은,"12,624,248",1,46.33,0.00,"특별관계자 보유주식수 변동
보유주식 등에 관한 주요계약 변경"
20260901000048,2026-09-01,00447502,바이오톡스텍,일반,강종구,"3,892,490","6,380",24.24,0.04,- 장내매수에 따른 보유주식 변동
20260901000045,2026-09-01,01491607,오에스피,일반,우진비앤지,"5,920,346","20,048",52.67,-5.19,"1) 발행주식 총수 증가에 따른 보유비율 변동
2) 장내매수"
20260901000033,2026-09-01,01030503,우진엔텍,일반,우진,"3,847,609",0,41.29,0,주식담보대출 일부 상환에 따른 변경 보고
20260901000023,2026-09-01,01510489,프레스티지바이오파마,일반,메이슨파트너스,"6,309,250","4,800",52.50,0.04,특별관계자 지분 변동
20260831001533,2026-08-31,00201131,아즈텍WB,일반,허재명,"9,900,543",0,46.07,0,"증여, 수증으로 인한 보유주식 수 변동"
20260831001525,2026-08-31,00268002,세종텔레콤,일반,세종,"11,078,000","78,000",79.13,0.56,보유주식수 변동
20260831001523,2026-08-31,01365038,자람테크놀로지,일반,백준현,"3,573,400",0,51.75,0,보고자 및 특별관계자의 주식담보대출 연장에 따른 변경 보고
20260831001520,2026-08-31,01327746,보로노이,일반,김현태,"7,687,432",0,40.57,0,- 보유주식등에 관한 계약 변경(주식담보대출 연장)
20260831001517,2026-08-31,00867034,듀켐바이오,약식,오학균,"1,428,861","1,428,861",5.035,5.035,장내매수
20260831001492,2026-08-31,00209780,케이씨,일반,고상걸,"5,633,399","5,633,399",51.12,51.12,"증여/수증으로 대표보고자 변경에 따른 신규보고
대표보고자 변경(변경전:고석태 / 변경후: 고상걸)"
20260831001487,2026-08-31,00114154,디와이덕양,일반,윤성희,"14,543,507","334,000",44.66,1.03,특수관계자 장내매수
20260831001479,2026-08-31,00428251,현대백화점,일반,현대지에프홀딩스,"9,477,646",0,43.95,0,특별관계자의 주식 담보 계약 내용 변경
20260831001477,2026-08-31,01721809,현대그린푸드,일반,현대지에프홀딩스,"17,143,774","-60,000",52.80,0.38,"자기주식 소각 및 감자에 따른 지분율 변동
특별관계자의 보유주식 장내매도
특별관계자의 주식 담보 계약 내용 변경"
20260831001469,2026-08-31,00209780,케이씨,일반,고석태,0,"-5,633,399",0.00,-51.12,"증여/수증으로 대표보고자 변경에 따른 변동보고
대표보고자 변경(변경전:고석태 / 변경후: 고상걸)"
